date,campaign_name,channel,region,impressions,clicks,signups,transactions,transaction_amount,campaign_cost,active_users,payment_type,customer_segment
2025-06-16,Bill Pay Campaign,Google Ads,Sylhet,73279,2751,548,272,432932.29,17616.87,6629,QR Payment,Premium User
2025-06-17,Merchant Payment Promo,Facebook,Mymensingh,16898,895,118,95,103434.09,1109.8,3431,Merchant Payment,Student
2025-06-17,Eid Offer,Google Ads,Sylhet,65468,3090,593,515,566148.71,17234.72,21479,QR Payment,Student
2025-06-17,Bill Pay Campaign,Facebook,Rajshahi,50930,2396,733,433,1566883.69,7337.21,17081,Mobile Recharge,Merchant
2025-06-17,QR Payment Campaign,SMS,Dhaka,119067,9762,2336,1774,2605531.77,7635.28,23261,QR Payment,Premium User
2025-06-17,Student Recharge Promo,SMS,Chattogram,17214,1588,456,171,56041.6,693.11,47880,Send Money,Student
2025-06-18,Ramadan Campaign,Email,Dhaka,54648,2560,498,335,1554483.3,2294.89,44282,Bill Pay,Merchant
2025-06-19,Eid Offer,SMS,Rajshahi,73606,7046,695,327,1117125.91,8610.06,21707,QR Payment,Premium User
2025-06-19,Ramadan Campaign,Push Notification,Khulna,77688,7945,2180,1111,1154576.43,3712.39,8610,Merchant Payment,Premium User
2025-06-19,QR Payment Campaign,Google Ads,Rajshahi,8459,240,46,36,13861.81,1055.9,2709,Send Money,New User
2025-06-19,App Signup Bonus,SMS,Dhaka,109026,8575,2007,1260,861208.18,4124.21,59612,Send Money,New User
2025-06-20,Ramadan Campaign,Push Notification,Dhaka,163909,12017,5488,4216,3162877.34,4154.67,7750,Bill Pay,New User
2025-06-20,Bill Pay Campaign,YouTube,Barishal,26486,1442,166,104,82849.69,5385.43,1565,Send Money,Student
2025-06-20,Ramadan Campaign,Google Ads,Rajshahi,15593,975,164,90,161961.23,3352.28,20693,Send Money,Merchant
2025-06-20,Bill Pay Campaign,YouTube,Chattogram,34469,2046,285,112,81348.04,9811.64,25732,QR Payment,New User
2025-06-20,QR Payment Campaign,SMS,Chattogram,70177,3635,559,480,412986.7,4087.62,40499,QR Payment,Student
2025-06-21,QR Payment Campaign,YouTube,Sylhet,100058,4546,907,888,1818813.18,25001.97,36048,Bill Pay,Merchant
2025-06-21,Merchant Payment Promo,Push Notification,Dhaka,90360,9598,3328,2701,12332214.19,1616.88,60975,Bill Pay,Merchant
2025-06-22,Merchant Payment Promo,Facebook,Rangpur,39141,2640,331,213,364837.61,4513.84,16534,Bill Pay,New User
2025-06-22,Bill Pay Campaign,Facebook,Barishal,43203,2819,559,409,377417.45,9232.22,19621,Mobile Recharge,New User
2025-06-22,QR Payment Campaign,Facebook,Khulna,38519,2491,308,161,346809.49,3730.64,12554,Bill Pay,Merchant
2025-06-23,Merchant Payment Promo,Push Notification,Dhaka,118131,8775,2300,2140,7332265.51,4948.5,60665,Send Money,Premium User
2025-06-23,QR Payment Campaign,YouTube,Sylhet,47607,2925,644,422,1231019.58,6996.99,7439,QR Payment,Premium User
2025-06-23,Cashback Offer,YouTube,Mymensingh,23678,392,40,33,49378.35,5136.3,11931,Send Money,Merchant
2025-06-23,Cashback Offer,Push Notification,Barishal,11233,939,269,229,595330.09,515.21,13604,Merchant Payment,Premium User
2025-06-23,App Signup Bonus,Push Notification,Rangpur,30449,3272,1031,883,241688.92,1850.15,18502,QR Payment,Student
2025-06-23,App Signup Bonus,Email,Chattogram,88668,3488,891,654,987495.28,4547.87,54786,Bill Pay,Merchant
2025-06-23,Student Recharge Promo,Facebook,Khulna,14998,970,246,108,101990.73,2095.48,1462,QR Payment,New User
2025-06-23,App Signup Bonus,Push Notification,Rajshahi,50875,5097,2393,1468,571533.55,2024.99,22295,QR Payment,New User
2025-06-24,Ramadan Campaign,Facebook,Khulna,88535,4339,877,640,2102421.7,12575.13,30171,QR Payment,Merchant
2025-06-24,Bill Pay Campaign,SMS,Dhaka,168056,12656,3967,2536,1738677.86,6445.66,55660,Merchant Payment,New User
2025-06-24,Bill Pay Campaign,Google Ads,Mymensingh,18828,651,137,62,36157.37,1695.91,4543,Mobile Recharge,Student
2025-06-25,Merchant Payment Promo,YouTube,Sylhet,28817,988,202,148,257659.13,3639.36,31881,QR Payment,Existing User
2025-06-25,App Signup Bonus,Google Ads,Dhaka,186068,6400,1119,842,782834.77,48492.37,9467,Merchant Payment,Existing User
2025-06-26,Ramadan Campaign,Push Notification,Dhaka,64863,5036,1617,771,213749.85,2166.73,57831,Mobile Recharge,Student
2025-06-26,Student Recharge Promo,Google Ads,Rajshahi,86671,3382,386,369,463349.28,13166.57,24114,Bill Pay,Premium User
2025-06-26,QR Payment Campaign,YouTube,Chattogram,111644,2306,438,346,272172.22,23381.23,36448,Send Money,Existing User
2025-06-26,Bill Pay Campaign,SMS,Khulna,31472,2779,762,715,2208419.98,2404.4,15017,Bill Pay,Merchant
2025-06-27,Ramadan Campaign,Google Ads,Rajshahi,55067,3080,750,492,371929.39,7508.01,8619,Mobile Recharge,Student
2025-06-27,Bill Pay Campaign,YouTube,Sylhet,45835,2445,647,633,613890.49,4261.83,28871,Bill Pay,Existing User
2025-06-28,Ramadan Campaign,SMS,Mymensingh,50267,4747,1449,949,567795.9,4959.78,2315,QR Payment,Existing User
2025-06-28,App Signup Bonus,YouTube,Barishal,18109,118,14,13,29538.47,5047.11,2910,Bill Pay,Premium User
2025-06-28,App Signup Bonus,Email,Rangpur,46890,1946,436,192,52797.36,1130.5,10016,Merchant Payment,New User
2025-06-29,Ramadan Campaign,Google Ads,Rajshahi,47044,3509,250,125,151612.54,6982.97,22260,Merchant Payment,New User
2025-06-29,App Signup Bonus,Facebook,Rajshahi,11907,481,95,44,70588.23,2040.29,3020,Bill Pay,Merchant
2025-06-29,Ramadan Campaign,SMS,Sylhet,30663,1946,478,371,262961.96,1390.55,31425,QR Payment,Student
2025-06-29,App Signup Bonus,Email,Khulna,68635,2012,502,209,75482.76,2473.43,18967,Merchant Payment,New User
2025-06-30,Student Recharge Promo,Email,Sylhet,65694,2481,452,264,585449.07,2245.97,30897,QR Payment,Merchant
2025-06-30,App Signup Bonus,SMS,Rangpur,21612,1787,521,397,371644.39,1775.91,3402,Merchant Payment,New User
2025-07-01,App Signup Bonus,YouTube,Khulna,42708,1322,347,211,152662.2,9515.71,5702,Bill Pay,Student
2025-07-01,Eid Offer,YouTube,Mymensingh,45927,229,42,34,33698.08,14083.13,24921,Send Money,Student
2025-07-01,Merchant Payment Promo,Facebook,Chattogram,127079,1894,472,374,475733.22,18506.1,25876,Bill Pay,Student
2025-07-01,QR Payment Campaign,Push Notification,Mymensingh,21326,2139,682,501,866802.68,649.45,9281,Merchant Payment,Existing User
2025-07-02,Merchant Payment Promo,Email,Barishal,13813,404,63,40,48092.76,566.57,8349,Bill Pay,New User
2025-07-02,Merchant Payment Promo,SMS,Sylhet,91049,6275,750,518,648737.76,9462.97,5785,Merchant Payment,Student
2025-07-02,Student Recharge Promo,Google Ads,Barishal,51636,2483,453,299,69432.14,7780.2,3080,Merchant Payment,Student
2025-07-02,App Signup Bonus,YouTube,Rangpur,46960,927,137,117,246080.53,9882.59,27609,QR Payment,Merchant
2025-07-02,QR Payment Campaign,Google Ads,Barishal,65212,2965,535,524,554203.96,11977.29,11727,Bill Pay,Premium User
2025-07-03,App Signup Bonus,YouTube,Rajshahi,82010,1796,405,176,183260.68,23873.04,12444,Bill Pay,New User
2025-07-03,QR Payment Campaign,Facebook,Khulna,41874,1599,375,271,312647.29,5594.2,3173,Mobile Recharge,Merchant
2025-07-03,Bill Pay Campaign,Google Ads,Barishal,46834,2219,408,333,306115.81,4719.24,5943,Send Money,Student
2025-07-03,Bill Pay Campaign,Facebook,Mymensingh,5793,274,67,23,22073.91,924.73,6477,Merchant Payment,New User
2025-07-03,Merchant Payment Promo,Google Ads,Dhaka,154129,10499,1084,663,2447309.96,27603.07,66168,QR Payment,Premium User
2025-07-04,Ramadan Campaign,Google Ads,Mymensingh,24191,1176,217,152,325659.65,5856.52,25963,QR Payment,Premium User
2025-07-04,Ramadan Campaign,SMS,Dhaka,112702,9469,2280,1520,1363202.35,5409.01,40736,Send Money,Student
2025-07-04,Ramadan Campaign,Email,Dhaka,107759,3491,961,501,828376.28,3392.28,57232,Bill Pay,New User
2025-07-04,App Signup Bonus,YouTube,Chattogram,103889,3705,864,683,1042924.77,30532.0,19833,Mobile Recharge,Existing User
2025-07-04,QR Payment Campaign,Email,Chattogram,106163,4899,451,313,1007976.71,3835.38,16028,Merchant Payment,Merchant
2025-07-05,Merchant Payment Promo,YouTube,Barishal,9064,412,73,66,209791.73,2147.57,1964,Bill Pay,Premium User
2025-07-05,Cashback Offer,SMS,Mymensingh,4650,370,72,67,158011.04,388.94,10975,Merchant Payment,Premium User
2025-07-05,Bill Pay Campaign,Push Notification,Rajshahi,29675,2416,694,618,1152625.93,1675.98,2591,Mobile Recharge,Premium User
2025-07-06,Cashback Offer,Google Ads,Chattogram,133571,7060,1324,1268,1256818.54,32236.87,30461,Send Money,Existing User
2025-07-07,Bill Pay Campaign,Push Notification,Chattogram,76063,5354,1576,1339,1486532.94,3065.88,52763,Bill Pay,Existing User
2025-07-07,Ramadan Campaign,YouTube,Rajshahi,45766,1688,252,243,711540.99,6818.56,14132,Bill Pay,Premium User
2025-07-07,Ramadan Campaign,YouTube,Rangpur,19395,1114,170,129,278815.72,2082.47,9334,Send Money,Existing User
2025-07-08,Cashback Offer,Google Ads,Barishal,22241,1290,290,220,133321.59,5570.85,11136,Mobile Recharge,Student
2025-07-08,QR Payment Campaign,Google Ads,Chattogram,23291,1430,279,273,427283.67,6034.55,40227,Bill Pay,Merchant
2025-07-08,Ramadan Campaign,Email,Sylhet,23334,769,91,54,229633.47,1241.09,20288,Merchant Payment,Merchant
2025-07-09,QR Payment Campaign,Email,Sylhet,72035,3445,488,356,155103.09,2269.84,18006,Send Money,Student
2025-07-09,QR Payment Campaign,SMS,Sylhet,38398,2682,975,643,242883.7,3736.76,8139,Send Money,Student
2025-07-09,Cashback Offer,YouTube,Rangpur,38103,2022,60,55,67102.09,5442.93,13313,Mobile Recharge,Existing User
2025-07-09,App Signup Bonus,Push Notification,Dhaka,85990,6868,1800,1640,2150701.6,2252.87,68869,Send Money,Existing User
2025-07-09,Eid Offer,Facebook,Khulna,21416,1042,152,100,362245.32,2971.55,22558,QR Payment,Merchant
2025-07-09,Eid Offer,YouTube,Khulna,74911,1940,310,197,846041.92,8735.06,19787,Merchant Payment,Merchant
2025-07-11,Merchant Payment Promo,SMS,Sylhet,74534,4837,1081,946,1130401.84,2388.71,4398,Send Money,New User
2025-07-11,Ramadan Campaign,SMS,Rangpur,24758,1133,332,174,228923.11,1620.36,11506,QR Payment,Existing User
2025-07-11,Eid Offer,SMS,Sylhet,37700,2188,661,410,1799445.12,2716.29,28928,Mobile Recharge,Premium User
2025-07-11,Student Recharge Promo,Google Ads,Rangpur,30944,1738,342,180,116888.75,3386.67,22965,Merchant Payment,Merchant
2025-07-12,Merchant Payment Promo,YouTube,Sylhet,35175,1265,214,209,888037.49,11212.85,34066,Send Money,Merchant
2025-07-12,Student Recharge Promo,Facebook,Chattogram,65432,4129,635,392,188160.59,12743.74,11438,QR Payment,Student
2025-07-12,QR Payment Campaign,YouTube,Sylhet,62516,2720,524,465,516723.97,14078.25,11810,Send Money,New User
2025-07-12,Cashback Offer,SMS,Sylhet,93253,7002,2202,1930,1273437.66,4164.2,2971,Bill Pay,Existing User
2025-07-12,Ramadan Campaign,SMS,Dhaka,66219,5273,1852,1588,5458130.88,6833.96,21266,Mobile Recharge,Merchant
2025-07-12,Merchant Payment Promo,Google Ads,Rajshahi,61592,2914,579,508,582816.36,8186.32,10137,Send Money,Student
2025-07-12,Bill Pay Campaign,Facebook,Sylhet,80256,4219,748,526,505775.58,14439.69,32954,Merchant Payment,Existing User
2025-07-13,Eid Offer,Email,Rangpur,63957,2174,317,123,203289.49,1627.31,17890,Mobile Recharge,New User
2025-07-13,QR Payment Campaign,Facebook,Sylhet,21126,1545,434,199,720513.78,4429.63,21735,QR Payment,Merchant
2025-07-13,App Signup Bonus,Facebook,Dhaka,142823,9562,2251,1416,991324.62,22011.4,37446,QR Payment,Premium User
2025-07-13,Bill Pay Campaign,Push Notification,Mymensingh,74244,6507,1231,968,226260.52,2507.37,5749,QR Payment,Student
2025-07-13,Cashback Offer,YouTube,Sylhet,19059,1176,172,154,126991.07,4942.95,9876,Send Money,Student
2025-07-13,Ramadan Campaign,Push Notification,Rajshahi,46639,5174,1104,897,2031707.94,1698.57,17225,Merchant Payment,Existing User
2025-07-13,QR Payment Campaign,Google Ads,Rangpur,5941,162,26,19,22303.13,1037.6,26733,Mobile Recharge,Premium User
2025-07-14,Merchant Payment Promo,Push Notification,Barishal,28246,2561,880,510,2024378.28,1604.58,6577,Mobile Recharge,Merchant
2025-07-14,Cashback Offer,Push Notification,Chattogram,88669,7918,3270,2279,772109.24,2987.96,36503,Bill Pay,Student
2025-07-14,Bill Pay Campaign,SMS,Barishal,48349,2217,556,319,76139.07,2825.86,10061,Send Money,Student
2025-07-14,Ramadan Campaign,Email,Dhaka,67978,1254,132,95,108755.34,3574.05,18365,Bill Pay,Merchant
2025-07-15,Cashback Offer,Push Notification,Rangpur,14442,1232,361,313,877819.46,301.81,17460,QR Payment,Merchant
2025-07-15,Merchant Payment Promo,Google Ads,Rajshahi,10837,400,64,51,53278.19,1690.26,14602,Bill Pay,Student
2025-07-15,Bill Pay Campaign,YouTube,Sylhet,33998,1003,183,125,49594.1,3197.47,31411,Bill Pay,Student
2025-07-15,Merchant Payment Promo,Google Ads,Rajshahi,7021,327,40,19,64947.4,1130.01,26231,Send Money,Premium User
2025-07-15,Cashback Offer,Google Ads,Chattogram,49125,2094,774,399,405338.42,3897.34,25317,Mobile Recharge,Student
2025-07-16,App Signup Bonus,SMS,Rangpur,41241,2138,436,186,75730.91,4104.11,13631,Bill Pay,New User
2025-07-16,Student Recharge Promo,SMS,Rangpur,6146,244,50,25,13727.79,479.05,8110,Mobile Recharge,Student
2025-07-16,QR Payment Campaign,Email,Mymensingh,55866,2391,255,194,490471.72,2323.28,13455,QR Payment,Premium User
2025-07-16,Student Recharge Promo,Facebook,Mymensingh,9319,473,134,91,54852.23,1182.99,22146,Mobile Recharge,Student
2025-07-16,Ramadan Campaign,YouTube,Rajshahi,65766,2076,302,225,303695.57,21246.14,27018,Merchant Payment,New User
2025-07-16,QR Payment Campaign,Facebook,Khulna,62902,2725,523,384,718229.35,9577.57,24924,Mobile Recharge,Existing User
2025-07-16,App Signup Bonus,YouTube,Khulna,7323,222,32,21,27551.47,1279.93,11346,Mobile Recharge,Premium User
2025-07-16,Ramadan Campaign,YouTube,Dhaka,64263,2846,85,59,81530.08,15385.31,50758,Bill Pay,Existing User
2025-07-16,Cashback Offer,Facebook,Chattogram,9147,474,44,43,93875.87,1746.58,28507,Merchant Payment,Merchant
2025-07-17,Cashback Offer,Google Ads,Sylhet,68255,3371,564,297,312604.42,11294.74,25635,Merchant Payment,New User
2025-07-17,App Signup Bonus,SMS,Dhaka,160640,7363,1804,675,210658.72,12001.19,27435,QR Payment,Student
2025-07-18,QR Payment Campaign,SMS,Barishal,60339,4465,1138,1024,1877475.21,3593.18,11752,QR Payment,Existing User
2025-07-18,Eid Offer,YouTube,Barishal,7189,418,63,61,116440.54,1308.22,1275,Send Money,Existing User
2025-07-19,Merchant Payment Promo,SMS,Sylhet,36581,2857,637,293,303133.42,3178.15,36187,Bill Pay,Student
2025-07-19,QR Payment Campaign,YouTube,Barishal,5892,295,54,34,31528.16,967.82,19463,QR Payment,Student
2025-07-19,QR Payment Campaign,Facebook,Barishal,34194,2281,517,410,863232.33,5530.01,15482,Send Money,Existing User
2025-07-20,Bill Pay Campaign,Push Notification,Rajshahi,53890,5065,1416,1064,1941036.5,1459.1,11226,QR Payment,Existing User
2025-07-20,Eid Offer,Google Ads,Chattogram,83050,4296,635,483,1843015.18,19934.95,31653,Mobile Recharge,Merchant
2025-07-20,QR Payment Campaign,Google Ads,Khulna,26623,1445,379,276,284183.08,3122.07,19499,Send Money,Premium User
2025-07-20,Bill Pay Campaign,Google Ads,Chattogram,85747,2654,476,353,589094.68,20398.4,42238,Send Money,Existing User
2025-07-20,QR Payment Campaign,YouTube,Sylhet,44637,2730,406,144,128146.34,10176.99,3420,QR Payment,New User
2025-07-21,Cashback Offer,Facebook,Rangpur,17279,854,195,127,144762.21,3038.09,23349,Mobile Recharge,Existing User
2025-07-21,Merchant Payment Promo,YouTube,Khulna,59205,1859,170,97,45195.79,5394.96,7964,Send Money,Student
2025-07-21,QR Payment Campaign,SMS,Rangpur,72504,5265,2175,1478,3137642.56,8658.01,21204,QR Payment,Premium User
2025-07-21,Ramadan Campaign,YouTube,Khulna,33493,1007,103,85,128688.45,3770.9,6640,Merchant Payment,Premium User
2025-07-21,Bill Pay Campaign,Google Ads,Barishal,46841,1413,290,282,166742.17,8607.13,21231,Bill Pay,Existing User
2025-07-21,Student Recharge Promo,Facebook,Rangpur,45619,2698,148,121,37468.5,3029.44,24431,Mobile Recharge,Student
2025-07-22,Cashback Offer,YouTube,Rajshahi,51865,2004,222,169,166672.17,4989.57,7647,QR Payment,Student
2025-07-22,App Signup Bonus,YouTube,Mymensingh,33024,391,38,35,74064.81,8142.44,18842,QR Payment,Merchant
2025-07-22,Ramadan Campaign,Email,Dhaka,70235,3741,780,565,826973.86,2081.31,17023,Mobile Recharge,New User
2025-07-22,Student Recharge Promo,YouTube,Rajshahi,60985,1675,94,52,33032.95,9276.17,27339,Merchant Payment,New User
2025-07-22,Cashback Offer,Google Ads,Rajshahi,7346,413,92,58,18795.29,1183.03,30683,Merchant Payment,Student
2025-07-23,App Signup Bonus,Email,Barishal,46515,1242,243,177,173020.89,2476.62,24167,Mobile Recharge,Merchant
2025-07-23,Cashback Offer,Email,Rajshahi,9254,151,20,19,26240.91,314.54,29090,Send Money,Existing User
2025-07-24,Merchant Payment Promo,SMS,Rangpur,37347,2887,812,516,440620.59,4200.34,27759,Send Money,Student
2025-07-24,Merchant Payment Promo,SMS,Khulna,25940,1770,357,280,452680.66,1149.73,13875,Bill Pay,Premium User
2025-07-24,Cashback Offer,SMS,Chattogram,59327,3652,773,546,208480.12,4802.36,22862,Bill Pay,Student
2025-07-24,Student Recharge Promo,Google Ads,Khulna,43770,1715,325,303,838510.83,11169.86,8036,QR Payment,Merchant
2025-07-25,QR Payment Campaign,SMS,Rajshahi,34227,2312,627,524,569397.13,3542.0,21408,QR Payment,Student
2025-07-25,Eid Offer,Google Ads,Mymensingh,42830,1992,151,71,115565.66,3769.59,6156,Bill Pay,New User
2025-07-25,Bill Pay Campaign,YouTube,Barishal,49163,1193,198,192,176547.85,11931.16,7501,Mobile Recharge,Existing User
2025-07-25,Student Recharge Promo,Email,Sylhet,15601,148,37,15,5769.06,416.88,14369,Bill Pay,New User
2025-07-26,Eid Offer,Facebook,Rajshahi,65358,3119,695,437,649515.22,12649.29,7402,Merchant Payment,Existing User
2025-07-26,Eid Offer,Facebook,Rangpur,50028,2665,589,369,565793.53,4968.52,7278,QR Payment,New User
2025-07-26,App Signup Bonus,Facebook,Mymensingh,40891,1659,332,295,190880.91,2325.82,23880,QR Payment,Student
2025-07-26,App Signup Bonus,Google Ads,Rajshahi,81017,6913,1777,1049,2656425.69,13579.34,30331,Mobile Recharge,Premium User
2025-07-26,Merchant Payment Promo,Push Notification,Mymensingh,48680,3277,1351,581,851654.34,1606.46,1163,Mobile Recharge,New User
2025-07-26,Merchant Payment Promo,Google Ads,Sylhet,93436,2213,538,384,632758.93,20685.82,18896,Send Money,New User
2025-07-27,QR Payment Campaign,YouTube,Dhaka,53085,1908,116,92,330957.99,8924.37,42831,QR Payment,Premium User
2025-07-27,Cashback Offer,Email,Mymensingh,20813,942,125,117,94161.02,650.05,23085,Send Money,Existing User
2025-07-27,Student Recharge Promo,Push Notification,Rangpur,50174,3805,828,365,253557.96,3005.28,6304,Send Money,New User
2025-07-27,Ramadan Campaign,Facebook,Rajshahi,32871,1488,315,235,475617.16,3897.98,7970,QR Payment,Premium User
2025-07-28,Merchant Payment Promo,Email,Barishal,31138,1286,178,155,292075.14,1181.18,11559,Mobile Recharge,Existing User
2025-07-28,Ramadan Campaign,YouTube,Rajshahi,53748,1047,151,89,91933.84,8938.24,27797,Bill Pay,Existing User
2025-07-28,Eid Offer,Google Ads,Barishal,21241,950,296,270,1125230.17,2804.22,26115,QR Payment,Merchant
2025-07-28,Merchant Payment Promo,Google Ads,Mymensingh,5601,424,67,51,95148.89,725.76,24032,Merchant Payment,Existing User
2025-07-28,Student Recharge Promo,Email,Dhaka,144860,8067,950,363,227892.17,6162.88,66675,Mobile Recharge,New User
2025-07-29,Eid Offer,Facebook,Sylhet,34047,1325,241,165,225926.29,4030.74,15712,QR Payment,Student
2025-07-29,Student Recharge Promo,Email,Barishal,19252,569,58,22,10329.53,573.07,9048,Mobile Recharge,New User
2025-07-29,Ramadan Campaign,Facebook,Mymensingh,16684,1506,90,69,113293.8,3299.47,16890,Merchant Payment,Existing User
2025-07-29,Student Recharge Promo,Email,Khulna,58795,2372,420,190,105004.58,1776.65,8099,Bill Pay,Premium User
2025-07-30,App Signup Bonus,Google Ads,Dhaka,139344,9292,2220,1348,2397221.83,14820.67,15328,Merchant Payment,Premium User
2025-07-30,Merchant Payment Promo,Facebook,Dhaka,110068,8752,2122,1212,1019244.73,19830.91,37923,Merchant Payment,Student
2025-07-30,Ramadan Campaign,Email,Mymensingh,53339,3071,492,437,561577.82,2184.5,8563,QR Payment,New User
2025-07-30,QR Payment Campaign,Push Notification,Rangpur,8594,738,181,144,74249.8,301.77,9812,Bill Pay,Student
2025-07-30,Ramadan Campaign,SMS,Dhaka,88559,5983,1085,959,1776907.41,3913.16,10736,Send Money,Existing User
2025-07-30,Ramadan Campaign,Google Ads,Rajshahi,5617,371,82,80,132516.65,1176.74,7993,Mobile Recharge,Merchant
2025-07-31,Cashback Offer,Google Ads,Barishal,23563,994,123,45,30600.57,2542.77,23712,Merchant Payment,Student
2025-07-31,Cashback Offer,Email,Dhaka,171678,8908,1135,805,732067.67,4687.6,9759,QR Payment,New User
2025-07-31,Bill Pay Campaign,Google Ads,Sylhet,32766,1860,516,492,887794.81,8809.09,33943,QR Payment,Existing User
2025-07-31,Student Recharge Promo,Google Ads,Barishal,41987,1593,369,317,673940.37,8439.59,12291,QR Payment,Premium User
2025-07-31,QR Payment Campaign,SMS,Mymensingh,19556,1619,555,423,1284234.01,1042.75,14183,Merchant Payment,Merchant
2025-07-31,Merchant Payment Promo,Push Notification,Khulna,58597,4829,1445,1129,2139841.38,2010.89,6471,Bill Pay,Merchant
2025-07-31,QR Payment Campaign,Push Notification,Barishal,21770,1143,361,168,704102.59,790.97,22318,Send Money,Merchant
2025-07-31,App Signup Bonus,Google Ads,Sylhet,18107,752,225,207,492783.07,2035.62,21499,QR Payment,Merchant
2025-07-31,App Signup Bonus,Push Notification,Khulna,43559,4345,1120,856,634706.11,1495.88,19110,Send Money,Existing User
2025-07-31,QR Payment Campaign,Google Ads,Khulna,43267,1829,408,216,690574.33,6385.91,16746,Bill Pay,Merchant
2025-08-01,Student Recharge Promo,Push Notification,Rajshahi,20723,1971,524,436,257191.56,596.88,25553,QR Payment,Student
2025-08-01,Bill Pay Campaign,Push Notification,Rajshahi,18508,1351,681,574,281790.17,427.55,8242,Bill Pay,Existing User
2025-08-02,Bill Pay Campaign,Facebook,Rangpur,37718,2833,579,236,215166.8,3775.53,25176,Merchant Payment,Student
2025-08-02,App Signup Bonus,Email,Sylhet,76655,1866,278,118,56637.48,3518.79,10251,Bill Pay,Student
2025-08-02,Ramadan Campaign,SMS,Mymensingh,29452,2911,571,266,85162.45,3661.37,14555,QR Payment,Student
2025-08-02,Cashback Offer,SMS,Rangpur,42011,3292,741,547,362544.63,5226.51,14643,QR Payment,Student
2025-08-02,Bill Pay Campaign,YouTube,Dhaka,109468,1613,363,278,332098.93,31684.86,24358,Mobile Recharge,New User
2025-08-03,App Signup Bonus,YouTube,Khulna,18794,95,20,11,14995.52,3721.87,10557,Send Money,Existing User
2025-08-03,Student Recharge Promo,SMS,Rajshahi,25114,1586,438,321,163002.9,2627.25,29611,Send Money,Student
2025-08-03,App Signup Bonus,SMS,Barishal,38005,2701,729,535,231387.16,2809.44,7690,Merchant Payment,Existing User
2025-08-04,App Signup Bonus,Google Ads,Mymensingh,14083,509,94,92,125308.59,3290.28,21711,Mobile Recharge,Premium User
2025-08-04,QR Payment Campaign,SMS,Rangpur,20221,2040,390,382,498740.56,2495.16,7758,Send Money,Premium User
2025-08-05,QR Payment Campaign,SMS,Mymensingh,47608,2421,578,417,1770626.31,5847.83,20580,Merchant Payment,Merchant
2025-08-05,Eid Offer,Email,Chattogram,79186,1662,165,113,203378.86,3397.99,46330,Mobile Recharge,Merchant
2025-08-05,Bill Pay Campaign,Push Notification,Khulna,71461,5445,1821,1300,3868439.31,1425.59,21393,QR Payment,Merchant
2025-08-05,Bill Pay Campaign,SMS,Chattogram,35223,2342,613,427,1302219.5,3123.59,9075,Mobile Recharge,Premium User
2025-08-05,QR Payment Campaign,Facebook,Sylhet,74388,4635,578,566,1538715.93,13582.0,4400,Send Money,Merchant
2025-08-06,App Signup Bonus,Google Ads,Mymensingh,75781,4904,1103,475,335151.22,19605.58,8685,Bill Pay,New User
2025-08-06,Bill Pay Campaign,Push Notification,Mymensingh,16667,1017,215,189,450926.69,852.88,13764,QR Payment,Premium User
2025-08-07,Eid Offer,Push Notification,Barishal,32552,4040,1313,522,715166.44,1195.94,19905,Bill Pay,New User
2025-08-07,QR Payment Campaign,Google Ads,Barishal,41832,1639,88,67,112183.72,10925.87,13767,Merchant Payment,Merchant
2025-08-07,Ramadan Campaign,Google Ads,Dhaka,18023,749,157,95,146023.0,4591.84,63726,Merchant Payment,New User
2025-08-07,Cashback Offer,Facebook,Rajshahi,26800,1075,307,245,292194.23,3124.29,27954,QR Payment,New User
2025-08-07,Student Recharge Promo,SMS,Dhaka,91446,7568,3018,2388,946116.13,9532.54,13129,QR Payment,New User
2025-08-07,App Signup Bonus,Google Ads,Barishal,23988,1392,205,161,41398.82,3361.57,7886,Merchant Payment,Student
2025-08-07,Eid Offer,YouTube,Chattogram,70132,2045,704,297,353391.12,6418.03,47728,Merchant Payment,New User
2025-08-08,QR Payment Campaign,Google Ads,Mymensingh,7308,287,47,40,9400.15,1692.58,19554,QR Payment,Student
2025-08-09,Student Recharge Promo,Google Ads,Rangpur,40952,2245,484,388,354087.92,10418.37,4199,Mobile Recharge,Merchant
2025-08-09,Bill Pay Campaign,Email,Khulna,13323,408,90,73,156058.81,421.12,21874,Send Money,Merchant
2025-08-09,Bill Pay Campaign,Email,Rangpur,12994,658,98,78,88158.36,523.06,15517,Send Money,Existing User
2025-08-09,Bill Pay Campaign,Google Ads,Barishal,21672,826,148,108,71582.03,4753.93,9642,Merchant Payment,Existing User
2025-08-09,Ramadan Campaign,Email,Barishal,25007,814,212,100,54760.97,1288.81,12740,Bill Pay,New User
2025-08-10,Cashback Offer,Facebook,Sylhet,24375,1306,191,187,722448.33,2305.83,19186,Merchant Payment,Merchant
2025-08-10,Ramadan Campaign,SMS,Khulna,37100,1953,615,544,1727892.62,1852.05,20980,Send Money,Merchant
2025-08-10,App Signup Bonus,Email,Barishal,39921,1085,124,75,109094.48,2016.72,6974,Bill Pay,Merchant
2025-08-10,App Signup Bonus,Google Ads,Dhaka,94060,4985,1625,1201,741998.81,19801.56,60705,Mobile Recharge,New User
2025-08-10,Merchant Payment Promo,Email,Khulna,49640,907,165,142,156864.86,2516.31,9635,Bill Pay,Existing User
